delta_power,theta_power,alpha_power,beta_power,gamma_power,max_amplitude,label,source
0.6073242250030301,0.18815843963306764,0.12773628657693487,0.06685676181418666,0.009924286972780595,0.00012637380991956305,normal,chb01_03
0.52009315100109,0.1991010853405209,0.1935452781415891,0.07343380328832538,0.0138266822284747,0.00010274710770490866,normal,chb01_03
0.5852107028374026,0.21321012316802215,0.14148419339968746,0.05151721148399519,0.008577769110892587,0.00012992846662613773,normal,chb01_03
0.5831789653254104,0.20226512780712594,0.1327161329637317,0.07184778009747092,0.009991993806261033,0.00011721106303100573,normal,chb01_03
0.5127946334779786,0.1865634568385671,0.19855075535152003,0.08713032032733657,0.014960834004597702,0.00010868675864392432,normal,chb01_03
0.5801035285658193,0.21401842266471427,0.11929452187217733,0.07344755293483991,0.013135973962449277,0.00010259799505303192,normal,chb01_03
0.48149496743184456,0.18763286123882436,0.2261129479384472,0.09116319608236889,0.013596027308514991,0.00010012439943819823,normal,chb01_03
0.6087136032540457,0.1623571862499987,0.1251449346010246,0.08909724755672155,0.014687028338209483,9.585543208767111e-05,normal,chb01_03
0.6022477885784676,0.16923390734764301,0.147901802208734,0.06966296857598091,0.01095353328917438,0.00010499284747847852,normal,chb01_03
0.52232939573471,0.2088388212436771,0.18795137591135103,0.06972143963840606,0.01115896747185583,0.00011135908431512993,normal,chb01_03
0.6522383346002265,0.16556441606319572,0.12480673682950494,0.0512571577612449,0.006133354745827877,0.0001799171106936924,normal,chb01_03
0.5286534224730751,0.2183510968091646,0.16660864239409048,0.07796223953620833,0.00842459878746144,0.00012097023106409623,normal,chb01_03
0.6556450541069634,0.1790882616079606,0.11380022762859,0.044995987433756504,0.006470469222729462,0.00015156149747768256,normal,chb01_03
0.6527067107256438,0.16832506104003275,0.12867642119374,0.042440164160137676,0.007851642880445741,0.0001526437724449654,normal,chb01_03
0.5639238617267371,0.18042669408954815,0.1802424824850629,0.06578089454151355,0.00962606715713819,0.0001059614347560744,normal,chb01_03
0.5526977967330289,0.19442760970855694,0.1739992257813581,0.0710594785482072,0.007815889228848866,0.00012719527687468068,normal,chb01_03
0.6265687533891036,0.17185320563211123,0.15007708118792545,0.044645354125835146,0.0068556056650246186,0.00014330695030236195,normal,chb01_03
0.6711811994316045,0.18735702370292834,0.09964283152024665,0.03623316086208919,0.005585784483131461,0.00017516584748043218,normal,chb01_03
0.6521658653183459,0.19509728921707864,0.10611573015136574,0.03952849644879163,0.00709261886441821,0.00014587930178353072,normal,chb01_03
0.6058747271575478,0.20180183627105316,0.12893360365118886,0.05011799782604351,0.013271835094166726,9.701304097005802e-05,normal,chb01_03
0.5285242496357117,0.2227914144125452,0.15466534639009244,0.08465916092100953,0.00935982864064113,0.00011632404598714948,normal,chb01_03
0.5982633310355779,0.19695895953941406,0.14142126432366603,0.05540843126235595,0.007948013838985885,0.0001214018594501553,normal,chb01_03
0.63854963939018,0.1863603668328603,0.12201188353824222,0.046095578614376735,0.006982531624340726,0.0001249103806202812,normal,chb01_03
0.5441961310484872,0.21231640074411662,0.18145230266568518,0.05453931781460263,0.007495847727108333,0.000122447776188279,normal,chb01_03
0.5972668372950348,0.19890344918899067,0.14548546217498212,0.051151988747564395,0.007192262593427976,0.00013738388926321375,normal,chb01_03
0.6706853223714202,0.16789876027409356,0.1199941927017333,0.03551703156830769,0.0059046930844453985,0.00014977915345240966,normal,chb01_03
0.6533065956840567,0.17406626064487088,0.12453394583755589,0.04227637020499096,0.005816827628525601,0.00025436737412818815,normal,chb01_03
0.7085383301557041,0.17130231245457156,0.09170912049141798,0.02457059968046074,0.003879637217845557,0.00021554384453901083,normal,chb01_03
0.6908162059546541,0.1673018594171994,0.099715700745881,0.035602590222150655,0.006563643660114916,0.0001384309548008293,normal,chb01_03
0.6952202885563146,0.16556008669353503,0.09946158192586385,0.03362769451193584,0.006130348312350745,0.00012610622930955546,normal,chb01_03
0.6568750207174414,0.18759425737270086,0.10907656633719755,0.03970650503232291,0.006747650540337337,0.00014234395402088577,normal,chb01_03
0.7083450664818686,0.17760682920755183,0.07434190404477299,0.03341389074467768,0.006292309521128873,0.00014064581114337876,normal,chb01_03
0.6676980063869548,0.17445050902873574,0.11577130563874265,0.035387094432126516,0.006693084513440269,0.0001310463476153845,normal,chb01_03
0.6500440636182523,0.18642267665092857,0.12280367642684391,0.03549349284380683,0.005236090460168581,0.00013411170235572384,normal,chb01_03
0.6742840977144458,0.16209196994802416,0.11873473293237677,0.04007458042136324,0.004814618983790174,0.00015599186992396928,normal,chb01_03
0.678244561153511,0.19652465298424135,0.09214442766521583,0.028789280487490073,0.004297077709541782,0.00017918469757168345,normal,chb01_03
0.6473193444426867,0.19643077529452616,0.11339705961631727,0.03760126298408692,0.005251557662383045,0.00016078150306271736,normal,chb01_03
0.6809891185171519,0.1730670563357903,0.10951941158534392,0.03185815616078064,0.00456625740093321,0.0001575873606697083,normal,chb01_03
0.7416166687480291,0.1715545392361527,0.05743829111546308,0.024423526237331423,0.0049669746630236905,0.00015416159552952187,normal,chb01_03
0.6953908859403459,0.16864667607495465,0.10297366948565748,0.027807796546307877,0.005180971952734007,0.00016633563011079756,normal,chb01_03
0.6949067515923294,0.17856267520788718,0.09274857993898038,0.02896060882802443,0.0048213844327785575,0.00015535998864564852,normal,chb01_03
0.7094383980741196,0.16019505694461084,0.08889344341854466,0.0359806478503756,0.005492453712349387,0.00013464521282852753,normal,chb01_03
0.7354716125716263,0.15725882305923952,0.07415097352779053,0.028070709344458718,0.0050478814968849435,0.00015699032535012623,normal,chb01_03
0.6513188899479786,0.1797672900076146,0.12963251138299822,0.03354464253702773,0.005736666124380809,0.00013665741424267623,normal,chb01_03
0.6923346735132814,0.17810660236239648,0.09265615647189726,0.0314686948395036,0.00543387281292126,0.00015427596800393135,normal,chb01_03
0.704806328023743,0.17853361810918789,0.08160266564231991,0.02954925224722057,0.005508135977528541,0.00016572799894989544,normal,chb01_03
0.738769869255777,0.15849531355357813,0.07719701201443138,0.021134004998357343,0.004403800177856003,0.00017845696296338076,normal,chb01_03
0.7518227372687215,0.14937848103627935,0.06499455197132095,0.029322793938381057,0.0044814357852971795,0.00015629135201273306,normal,chb01_03
0.7572718187117262,0.1500792670879183,0.06528114234576742,0.023951908145076514,0.0034158637095115575,0.00018635706992073156,normal,chb01_03
0.6635481737972322,0.18376023788332702,0.10904434738412974,0.037090030126366504,0.006557210808944426,0.0001299834167284393,normal,chb01_03
0.7311583534552659,0.16829252425202315,0.07178497432030399,0.023570724358266425,0.005193423614140496,0.0001437391573759657,normal,chb01_03
0.7974131450700345,0.13902701104090476,0.04687127832853922,0.013562985124455862,0.0031255804360656144,0.0001913358965274777,normal,chb01_03
0.6971753114476626,0.19818386021860887,0.07371782302397319,0.02717265972619723,0.003750345583558016,0.0001785595962726229,normal,chb01_03
0.6678658108415104,0.19145993326872301,0.10523180214682086,0.030157076416773506,0.005285377326172021,0.00015425299165768851,normal,chb01_03
0.7494512711788989,0.16947822742066207,0.0646806718282474,0.014023722519703869,0.0023661070524878956,0.00024261575775367234,normal,chb01_03
0.7685866723958771,0.14789581675857194,0.06449883705841118,0.015463832221113102,0.0035548415660266682,0.00020442283016445484,normal,chb01_03
0.7402000459335601,0.1580600578037563,0.0747931187541566,0.02251658456653743,0.004430192941989536,0.00013651502742291399,normal,chb01_03
0.7609423157241431,0.1485006036121033,0.069460499043338,0.01779572448692829,0.003300857133487321,0.0001825584972695454,normal,chb01_03
0.7501511141089796,0.1711154603346764,0.05793547541910914,0.017138396883127276,0.00365955325410742,0.0001808248845657151,normal,chb01_03
0.7696615786564646,0.14026280606241762,0.06596374724970766,0.01990256972896254,0.004209298302447661,0.0001498843751745884,normal,chb01_03
0.6881562015561363,0.19522622620097016,0.08408897393775798,0.026842693233675278,0.005685905071460255,0.00013010525218900933,normal,chb01_03
0.7891616041733813,0.13210157504006945,0.05736257911606,0.01858045585060978,0.0027937858198792765,0.0001907998044168271,normal,chb01_03
0.7847915503896631,0.13509286848381738,0.0556005633686532,0.020963390864267434,0.003551626893598733,0.00017491589015057165,normal,chb01_03
0.6941259393179525,0.19607762008018167,0.08030222966810645,0.025174006916705002,0.004320204017054442,0.00016545058683365576,normal,chb01_03
0.7577587645938395,0.1598000911536768,0.0648766941778534,0.014343659221230909,0.003220790853399374,0.00018585952998789002,normal,chb01_03
0.7569169275126001,0.15428906981165175,0.064627414173524,0.02058985657258646,0.0035767319296378616,0.00017850443717689675,normal,chb01_03
0.7253083577090236,0.1738250840403984,0.0818770963531041,0.016329503462984896,0.002659958434489012,0.00021184708043256673,normal,chb01_03
0.8122762582886144,0.12562091760679567,0.04077543346747413,0.017437521808322008,0.0038898688287938563,0.00016736021552471445,normal,chb01_03
0.806671114873061,0.13380344375501443,0.04382950030035482,0.012954110630748243,0.002741830440821428,0.00021653027399598442,normal,chb01_03
0.8479759842980623,0.11081133502688509,0.026185875811198907,0.010917161240665605,0.0041096436231882385,0.0001507009717256129,normal,chb01_03
0.7995499813548873,0.13066792520745912,0.049844890979017745,0.01624472855330521,0.003692473905330511,0.0001683509039651853,normal,chb01_03
0.7267182644414562,0.1778394401666662,0.06905587312274448,0.022426422988342857,0.003959999280790334,0.0001521027719480083,normal,chb01_03
0.7724767505642504,0.14794777245181767,0.05787218255345909,0.018687952256198802,0.003015342174273869,0.00017574676293255918,normal,chb01_03
0.7536790182356203,0.15822961727333598,0.06466406406935754,0.020233803923387753,0.0031934964982986134,0.00020512788801157849,normal,chb01_03
0.7931899286753613,0.12897106254766563,0.05873751308779231,0.016462193578329953,0.00263930211085078,0.00019295845352907372,normal,chb01_03
0.7685440170870004,0.13559017435477827,0.07206214911213,0.0205190916419112,0.003284567804180144,0.00016732654275901688,normal,chb01_03
0.7488930371517941,0.16339600335889126,0.06500997478717535,0.0187979650756474,0.0039030196264917888,0.0001653220693389883,normal,chb01_03
0.7466286803448086,0.17300232533009097,0.060317271906486745,0.01653573318133256,0.0035159892372810427,0.00016930998335716414,normal,chb01_03
0.7348810383867065,0.16111120123617845,0.07842788005570858,0.02110702640368284,0.004472853917723613,0.00016237352390036853,normal,chb01_03
0.769764674056646,0.14807551108930062,0.06023485734841631,0.018106988081297844,0.003817969424339156,0.00014396847366633599,normal,chb01_03
0.753125032962563,0.16732495056879956,0.06060766464816732,0.016018712816167423,0.002923639004302809,0.00017583622322382459,normal,chb01_03
0.7561839282001551,0.1685211790035977,0.0585177951456201,0.013441278665034693,0.0033358189855923494,0.00017336630621599502,normal,chb01_03
0.8016936056349893,0.13256256319708265,0.04955852727310456,0.012965039403901084,0.003220264490922513,0.00019194655319398012,normal,chb01_03
0.7514345876187613,0.15698651270256986,0.06926522889563383,0.01848859721891299,0.0038250735641221258,0.00016065095585501604,normal,chb01_03
0.7533284632535104,0.15360936432404884,0.07167984963003332,0.01846610651954969,0.002916216272857731,0.0001918868552433683,normal,chb01_03
0.824283070855563,0.12509250402353403,0.03808589252851509,0.009978560106754663,0.002559972485633193,0.00018827112764512852,normal,chb01_03
0.8158438955471551,0.13406104756107104,0.03621614873350409,0.010290156481391434,0.003588751676878263,0.00015600918933550198,normal,chb01_03
0.8199990219264094,0.1169499323125449,0.044295163355315074,0.015033945753907565,0.003721936651823231,0.00016372372368047547,normal,chb01_03
0.7818415234656885,0.14216711478630958,0.05262591649608765,0.02036424130009009,0.0030012039518244452,0.0002002838458377049,normal,chb01_03
0.7744461748070626,0.14127842072207317,0.05852983676005217,0.022363699832150093,0.0033818678786619876,0.00016874057165073775,normal,chb01_03
0.7962943831015032,0.13506286618191748,0.05010737715703701,0.015241475096201676,0.003293898463340499,0.00017478819424191158,normal,chb01_03
0.7962709250374869,0.12493225225886635,0.05947766591842339,0.01619961924752459,0.003119537537698935,0.00018962965425815636,normal,chb01_03
0.76287867611351,0.15135191350187172,0.06390808606702332,0.01796747636559451,0.0038938479520005446,0.00018030152975289545,normal,chb01_03
0.736282211609791,0.1678748583706606,0.07193795236732183,0.01969566217997997,0.004209315472246652,0.00015324811326665618,normal,chb01_03
0.7722037366967448,0.1450355222243121,0.06484499793123648,0.014679786620554592,0.003235956527152139,0.00017739750122525331,normal,chb01_03
0.7642117345931605,0.1610550452241542,0.056649614745264476,0.015369472986307647,0.0027141324511133803,0.00021428043451639367,normal,chb01_03
0.8020548893397534,0.13631972953594798,0.0450285203082265,0.012822916373654214,0.00377394444241807,0.00018779977412657867,normal,chb01_03
0.8072803681382557,0.13926090039953842,0.039767015688548055,0.010541189089048717,0.00315052668460916,0.00017226851275076817,normal,chb01_03
0.7781688918969955,0.14922875361805812,0.05739920335583761,0.012504752545256242,0.002698398583852512,0.00018061982318052475,normal,chb01_03
0.7644453520334055,0.1528116245256938,0.06258345175147553,0.016467480547549693,0.003692091141875454,0.00016912700037797926,normal,chb01_03
0.8142584244453027,0.13374408427673604,0.03879660172303293,0.009889337736000797,0.003311551818927268,0.00016951264086780682,normal,chb01_03
0.8077622694347347,0.1326274364700608,0.045030105054929,0.011596576607992928,0.0029836124322824347,0.00018105054895667413,normal,chb01_03
0.8108389880943466,0.1301175896234541,0.045466764547646525,0.01100383422085993,0.0025728235136928427,0.000188310147495136,normal,chb01_03
0.7982496119466506,0.13201366476868065,0.04884327346911641,0.016899664245778698,0.003993785569773923,0.00017208236176843882,pre-seizure,chb01_03
0.8268121896069391,0.12037933669316025,0.0386450056887523,0.011917399013468707,0.002246068997679612,0.00024762399245993106,pre-seizure,chb01_03
0.7874838305052121,0.1350983527402293,0.0589127709170091,0.01545010219238416,0.0030549436451654563,0.00019514350518508303,pre-seizure,chb01_03
0.8013486104613945,0.13382690496077887,0.04708449969225881,0.01457830556376429,0.003161679321803465,0.00016828848065298266,pre-seizure,chb01_03
0.8029626730437058,0.13449952840945065,0.047280487021920954,0.012260279344373601,0.0029970321805491405,0.00018450001195700135,pre-seizure,chb01_03
0.7897200599056471,0.1472014950814127,0.046770211080298704,0.01360353234815355,0.002704701584487846,0.0001934115171502333,pre-seizure,chb01_03
0.8036426081324148,0.13858850010192472,0.042386956749931134,0.012013332491473494,0.0033686025242559113,0.00016721584777568748,pre-seizure,chb01_03
0.7892480033888568,0.1408519888748984,0.053249803972354924,0.013405595352398462,0.0032446084114913973,0.00017661944719444007,pre-seizure,chb01_03
0.7950457359618026,0.13803622748364888,0.05091255398519786,0.012909699646543187,0.0030957829228075245,0.00018813272198529718,pre-seizure,chb01_03
0.7563961279421889,0.1637810283037245,0.05883413885485406,0.016722162050830394,0.004266542848402103,0.000152690263763336,pre-seizure,chb01_03
0.7496336395132817,0.17487025637046444,0.05946985355913368,0.013186713226465318,0.0028395373306548937,0.00019539869523199272,pre-seizure,chb01_03
0.8100449602253164,0.12412221961873503,0.05215125891040369,0.010975999623770542,0.002705561621774562,0.00018416858681919438,pre-seizure,chb01_03
0.8382595473873005,0.10553010260278939,0.040522056124912574,0.012676426322554484,0.0030118675624433446,0.00019141116609362432,pre-seizure,chb01_03
0.8167887047927549,0.13974877252177342,0.030789648892910616,0.010096217564275168,0.0025766562282858885,0.00020145519227015925,pre-seizure,chb01_03
0.7815203198620297,0.14642486808252467,0.053870104133644583,0.014608468831327714,0.0035762390904732332,0.00015409751093227,pre-seizure,chb01_03
0.8328301846453974,0.11078199591652282,0.04292624943805873,0.011065352210936782,0.002396217789084403,0.00026319525361749856,pre-seizure,chb01_03
0.7952842694996548,0.14896842196912252,0.04345737764804258,0.009356975293876378,0.0029329555893038302,0.0001707037351238605,pre-seizure,chb01_03
0.8190218487815086,0.12664990798340806,0.037035868079674766,0.013936792995409819,0.0033555821599986387,0.00015830415016777547,pre-seizure,chb01_03
0.7892588445236453,0.1459928918547975,0.04997971079915297,0.012320169439918632,0.0024483833824857316,0.000198306925289035,pre-seizure,chb01_03
0.8235861689528668,0.11408650752382446,0.04543821149960475,0.013983267624717622,0.0029058443989862176,0.00020257283520106755,pre-seizure,chb01_03
0.8341352615292805,0.11713355543054259,0.03663528504088076,0.009372936165391761,0.002722961833904519,0.00018241414856678246,pre-seizure,chb01_03
0.8344323161978452,0.11784167720806972,0.035612093771057465,0.009955603138577032,0.002158309684450728,0.0001952071031044962,pre-seizure,chb01_03
0.8026307831668832,0.12592870480007384,0.055339342229238586,0.012438992788502565,0.0036621770153020235,0.0001653815435520173,pre-seizure,chb01_03
0.8061410852636294,0.1337199002452758,0.04461074869946854,0.012691736991941318,0.0028365287996849585,0.00018675797289593313,pre-seizure,chb01_03
0.8320905651733653,0.11459682552678538,0.04055043599828236,0.010044848182065677,0.0027173251195012384,0.00017711273953496825,pre-seizure,chb01_03
0.8184549664363903,0.13426973165133968,0.033524104617324677,0.010401749757588383,0.0033494475373566936,0.00019232637576767448,pre-seizure,chb01_03
0.8063299440478865,0.13341354020025945,0.04392704470103774,0.012637755691754638,0.0036917153590617503,0.0001620451542168062,pre-seizure,chb01_03
0.795722130976336,0.14730226351503636,0.04529067841890824,0.009476594757314218,0.002208332332405171,0.00021103263003598334,pre-seizure,chb01_03
0.7914777392903558,0.14995635855110054,0.04536443816795558,0.01025427343198731,0.0029471905586006923,0.00018771458371572285,pre-seizure,chb01_03
0.7850801037418952,0.1452184700853851,0.05151929166733648,0.014707311078957216,0.0034748234264258947,0.00019592668057173056,pre-seizure,chb01_03
0.8325244483114297,0.12149340153100216,0.03263709991981638,0.010509710874028416,0.002835339363723328,0.00018327328063593007,pre-seizure,chb01_03
0.8328128846821672,0.1220016491890082,0.03481387403092491,0.008550609227938155,0.0018209828699615397,0.00024176790434879105,pre-seizure,chb01_03
0.8578145404167832,0.10651129526150424,0.023827871520049865,0.008852491073614367,0.0029938017280485268,0.00017690408614856476,pre-seizure,chb01_03
0.8384899654900662,0.11367979326677836,0.03263723796498333,0.011728510292245323,0.0034644929859269226,0.00018290858254242436,pre-seizure,chb01_03
0.8078612591527673,0.12468639254904447,0.046789093845759105,0.017585794049165427,0.0030774604032638353,0.00019345441188234385,pre-seizure,chb01_03
0.8033047949074014,0.13755880803095727,0.043189109425094706,0.013215912733820766,0.0027313749027260688,0.00018986848620087534,pre-seizure,chb01_03
0.8161882195537923,0.12772417550148954,0.04301424781709728,0.0105302418169838,0.002543115310636982,0.00019003681162510535,pre-seizure,chb01_03
0.7805958392383868,0.154162821946637,0.047932385334112454,0.014131086334909601,0.0031778671459541173,0.0001656730097473198,pre-seizure,chb01_03
0.8117260669198825,0.11664780452881468,0.05440224957349272,0.014613632466886652,0.0026102465109237114,0.00020530567446335404,pre-seizure,chb01_03
0.8491348204066902,0.11632521214489222,0.025552854115650135,0.006973508973205298,0.002013604359562092,0.0002252093296012434,pre-seizure,chb01_03
0.8771890658416931,0.09017801877509478,0.019335429324576464,0.01000685053669956,0.003290635521936117,0.00018791755023991685,pre-seizure,chb01_03
0.8168311808213568,0.1288552382419673,0.03811366194453018,0.013164003265891485,0.003035915726254176,0.00018327688845413382,pre-seizure,chb01_03
0.8295719781211794,0.11422425468320062,0.04009344799556098,0.01384301598946577,0.0022673032105933522,0.00021766777365650355,pre-seizure,chb01_03
0.7917933068575205,0.1316041585185252,0.05382475842110972,0.019637583247724723,0.0031401929551197597,0.00017946833589601015,pre-seizure,chb01_03
0.8142809107284055,0.12219830122275427,0.04788159141153864,0.01327969110786636,0.002359505529435349,0.0002054567422084431,pre-seizure,chb01_03
0.8568048960132841,0.10003035871906936,0.03139258005268733,0.00977440599953634,0.0019977592154228467,0.0002274983723682589,pre-seizure,chb01_03
0.7955011494780596,0.14399641820984363,0.04481875893744279,0.01246387662755114,0.0032197967471028167,0.00017143410739152778,pre-seizure,chb01_03
0.8215796263969866,0.1228994175862855,0.03907995891533232,0.013174585274598288,0.0032664118267972633,0.00020853941926858853,pre-seizure,chb01_03
0.8111691711752096,0.13152113026986834,0.03855533811893498,0.015211257436126436,0.0035431029998607504,0.00016303534652604239,pre-seizure,chb01_03
0.8173443155740889,0.11995577079802401,0.043876660658597674,0.015695202544384577,0.0031280504249046976,0.00017525021082639693,pre-seizure,chb01_03
0.7986378964313282,0.1370071969898925,0.047387958320747055,0.01378101567357139,0.0031859325844609022,0.0001960843558127224,pre-seizure,chb01_03
0.8416560890853917,0.1000641682883482,0.04095456106742361,0.013956019403612204,0.0033691621552242295,0.00016200795142105393,pre-seizure,chb01_03
0.7437039122626651,0.16638985165871548,0.02563773844438118,0.04159043243527178,0.022678065198966556,0.0002678275379647386,pre-seizure,chb01_03
0.6585049419089652,0.2746913443106979,0.03476902482675579,0.01969421406760546,0.012340474885975604,0.0002052408139727636,pre-seizure,chb01_03
0.6615966619029678,0.26437355687487807,0.03659189287846198,0.02323006347979777,0.014207824863894429,0.0001473833193417694,pre-seizure,chb01_03
0.6596760436235332,0.2581197283444071,0.044007838191436166,0.024305648511112214,0.013890741329511349,0.0001524799692172145,pre-seizure,chb01_03
0.5821765004085178,0.2738161961051618,0.07708174548848037,0.046138516095465064,0.020787041902375066,0.000173238365614139,pre-seizure,chb01_03
0.6376967144264417,0.21741566889060315,0.05255252548431559,0.059155055268336094,0.03318003593030344,0.00014785386833843141,pre-seizure,chb01_03
0.5591381191425024,0.31486334114979664,0.0705809206127996,0.0444666319022294,0.010950987192671856,0.00012449377845273973,pre-seizure,chb01_03
0.5414120547285315,0.2887267376298788,0.07709122489611532,0.07165496552730154,0.02111501721817294,0.00012668503267497327,pre-seizure,chb01_03
0.550557668107691,0.3227174922913254,0.06779994735856891,0.04875868983218467,0.010166202410230068,9.836186413242642e-05,pre-seizure,chb01_03
0.6477090506241873,0.24173772545243832,0.05058031800961893,0.044164906710316504,0.015807999203438887,8.463077253163465e-05,pre-seizure,chb01_03
0.5775527701940885,0.22827304929371642,0.10583848718292731,0.07750574947125685,0.010829943858010952,0.0001205543110363858,pre-seizure,chb01_03
0.664795105223444,0.1934876914160546,0.08853845350135658,0.04583865058976536,0.00734009926937938,0.0001476468548411095,pre-seizure,chb01_03
0.6072596386705499,0.25832998601461926,0.08239397686706908,0.04383162355732757,0.00818477489043415,0.00011371921008175375,pre-seizure,chb01_03
0.550229958583089,0.32734952380504256,0.08236656517768419,0.034531949973736,0.0055220024604484335,0.00018851511609887907,pre-seizure,chb01_03
0.4278321680005974,0.41964240719972634,0.0889419441069553,0.050913202345455835,0.012670278347265031,0.00011479520370135812,pre-seizure,chb01_03
0.5184508709459846,0.3399709783133368,0.07388187667263532,0.055944602027320045,0.011751672040723162,9.70629963880833e-05,pre-seizure,chb01_03
0.5035550722355747,0.32411192902723196,0.08464265909823761,0.07281542790818973,0.014874911730765944,8.717138106016263e-05,pre-seizure,chb01_03
0.5559210010885419,0.3006026741768485,0.07226646276175994,0.057378725879058005,0.013831136093791482,8.09297443654682e-05,pre-seizure,chb01_03
0.42092933829385343,0.2847857244554925,0.15278909989137013,0.12623351012361897,0.015262327235665021,9.989363208749973e-05,pre-seizure,chb01_03
0.54956280349833,0.2939775820317942,0.08995905934196757,0.05506258446032004,0.01143797066758826,0.0001444232913987634,pre-seizure,chb01_03
0.499250223797034,0.2757471058312196,0.13048709772555467,0.08561005684949044,0.008905515796701378,0.00011837404899534472,pre-seizure,chb01_03
0.5541209661139621,0.23032330671260856,0.1225069656231342,0.08139233507770859,0.01165642647258646,0.00011641598104487427,pre-seizure,chb01_03
0.49484152914678814,0.2702557508643026,0.1255289185793829,0.0982060955073852,0.011167705902141143,0.00010228454611267259,pre-seizure,chb01_03
0.4971949281180194,0.2459254506183231,0.14622647018137763,0.09830480432781993,0.012348346754459838,0.000100858352917845,pre-seizure,chb01_03
0.6284227886981526,0.24002012006237083,0.08066080503925675,0.044686731733984915,0.006209554466234749,0.0001803539208455951,pre-seizure,chb01_03
0.5314203723576536,0.2906003933688817,0.08900161617031074,0.07591131291341373,0.013066305189740265,0.00010478198867634211,pre-seizure,chb01_03
0.5299199478992441,0.2909911766198924,0.09936586727568125,0.0698191053022885,0.009903902902893705,0.0001045602518633031,pre-seizure,chb01_03
0.5019814688214971,0.2941987144253911,0.1131595266622452,0.077337251213087,0.013323038877779593,8.85462693553093e-05,pre-seizure,chb01_03
0.5568438064724096,0.306188346245402,0.06075587936325961,0.06406931279246235,0.012142655126466461,9.258720894534025e-05,pre-seizure,chb01_03
0.6007311282320262,0.2719754331891921,0.06387392384524909,0.049337271151517384,0.014082243582015293,8.515639615881579e-05,pre-seizure,chb01_03
0.5670252167289662,0.3244308701735968,0.053161143217875774,0.04296306153327713,0.012419708346284043,9.314223651319107e-05,pre-seizure,chb01_03
0.5878245530525685,0.2939179372378843,0.05428922470315379,0.049845330523508924,0.014122954482884297,8.787777268473714e-05,pre-seizure,chb01_03
0.5350335255655381,0.28608283861246503,0.09989943278380121,0.06812054523688714,0.010863657801308775,0.00010142258611685377,pre-seizure,chb01_03
0.6159635115347828,0.25406665441064397,0.07983531929834875,0.040577826783444716,0.00955668797277982,9.967063771967234e-05,pre-seizure,chb01_03
0.6239557170564988,0.2658379215783794,0.05408725755377315,0.047604097987241765,0.008515005824106876,0.00012731953143076108,pre-seizure,chb01_03
0.5861607576597012,0.24957361750048807,0.08222707213313393,0.06959410533258052,0.012444447374096293,0.0001008021725311759,pre-seizure,chb01_03
0.5423398422806025,0.29535753438425755,0.08297983753866695,0.06302756567294152,0.01629522012353154,8.150258474425759e-05,pre-seizure,chb01_03
0.5923237884227587,0.2622680927743863,0.07913835160931432,0.05209534405959105,0.014174423133949787,8.931025483730201e-05,pre-seizure,chb01_03
0.5641594809816127,0.2876796467626682,0.07232286471066118,0.06125918016580337,0.014578827379254467,9.132250016740462e-05,pre-seizure,chb01_03
